"","sex","agedays","age","t1","t2","t3","t4","d1","d2","d3","d4"
"394",1,4394,12,2,2,1,2,0,0,1,0
"395",1,4397,12,2,3,1,3,0,1,1,1
"396",1,4438,12,2,3,1,3,0,1,1,1
"397",1,4860,13,1,3,1,3,1,1,1,1
"398",1,4636,12,1,1,1,3,1,0,1,1
"399",1,4491,12,1,3,1,3,1,1,1,1
"400",1,4205,11,1,3,1,3,1,1,1,1
"401",1,4597,12,1,3,1,3,1,1,1,1
"402",1,4227,11,1,3,1,3,1,1,1,1
"403",1,4552,12,1,3,1,3,1,1,1,1
"404",1,4370,11,1,3,1,3,1,1,1,1
"405",1,4334,11,1,2,2,3,1,0,0,1
"406",1,4661,12,1,3,2,3,1,1,0,1
"407",1,4302,11,1,3,1,3,1,1,1,1
"408",2,4234,11,1,3,1,3,1,1,1,1
"409",2,4537,12,1,3,1,3,1,1,1,1
"410",2,4413,12,1,3,1,3,1,1,1,1
"411",1,4533,12,2,3,1,3,0,1,1,1
"412",2,4172,11,1,3,1,3,1,1,1,1
"413",2,4334,11,2,2,3,2,0,0,0,0
"414",2,4392,12,2,2,2,2,0,0,0,0
"415",2,4568,12,1,3,2,3,1,1,0,1
"416",2,4634,12,3,3,1,3,0,1,1,1
"417",2,4555,12,3,3,1,3,0,1,1,1
"418",2,4438,12,2,2,2,2,0,0,0,0
"419",2,4819,13,1,3,1,3,1,1,1,1
"420",1,3295,9,2,2,2,2,0,0,0,0
"421",1,2988,8,2,2,2,2,0,0,0,0
"422",1,2856,7,2,2,2,2,0,0,0,0
"423",1,3052,8,2,2,2,2,0,0,0,0
"424",1,3007,8,2,2,2,2,0,0,0,0
"425",1,2979,8,2,3,3,2,0,1,0,0
"426",1,2926,8,2,3,2,2,0,1,0,0
"427",2,3045,8,1,3,1,3,1,1,1,1
"428",2,2769,7,2,2,2,2,0,0,0,0
"429",2,3210,8,2,2,2,2,0,0,0,0
"430",2,3487,9,2,2,2,2,0,0,0,0
"431",1,3121,8,2,2,2,2,0,0,0,0
"432",2,3521,9,2,2,2,1,0,0,0,0
"433",1,3932,10,1,2,1,3,1,0,1,1
"434",2,3625,9,2,2,2,2,0,0,0,0
"435",2,3695,10,2,2,2,2,0,0,0,0
"436",1,4790,13,1,3,1,3,1,1,1,1
"437",1,4861,13,1,3,1,3,1,1,1,1
"438",1,4690,12,1,3,1,3,1,1,1,1
"439",1,4768,13,1,3,1,3,1,1,1,1
"440",1,4659,12,1,3,1,3,1,1,1,1
"441",1,4658,12,3,1,3,1,0,0,0,0
"442",1,4937,13,1,3,2,3,1,1,0,1
"443",1,4766,13,1,3,1,3,1,1,1,1
"444",1,4691,12,1,3,1,3,1,1,1,1
"445",1,4601,12,1,3,1,3,1,1,1,1
"446",1,4631,12,1,3,1,3,1,1,1,1
"447",1,4592,12,1,3,1,3,1,1,1,1
"448",1,4619,12,1,3,1,3,1,1,1,1
"449",1,4826,13,1,3,1,3,1,1,1,1
"450",1,4844,13,1,3,1,3,1,1,1,1
"451",1,4876,13,1,3,1,3,1,1,1,1
"452",1,4533,12,1,3,1,3,1,1,1,1
"453",1,4797,13,1,3,1,3,1,1,1,1
"454",1,4644,12,1,3,1,3,1,1,1,1
"455",1,4757,13,1,3,1,3,1,1,1,1
"456",2,4605,12,1,3,1,3,1,1,1,1
"457",2,4880,13,1,3,1,3,1,1,1,1
"458",2,4844,13,1,3,1,3,1,1,1,1
"459",2,4578,12,1,3,1,3,1,1,1,1
"460",2,4698,12,1,3,1,3,1,1,1,1
"461",2,4671,12,1,3,1,3,1,1,1,1
"462",2,4672,12,2,2,2,2,0,0,0,0
"463",2,4961,13,1,3,1,2,1,1,1,0
"464",2,4538,12,1,3,1,3,1,1,1,1
"465",2,4793,13,1,3,1,3,1,1,1,1
"466",2,4722,12,1,3,1,3,1,1,1,1
"467",2,4871,13,1,3,1,3,1,1,1,1
"468",2,4931,13,2,3,1,3,0,1,1,1
"469",2,4876,13,1,3,1,3,1,1,1,1
"470",2,4346,11,1,3,1,3,1,1,1,1
"471",2,4828,13,1,3,2,3,1,1,0,1
"472",2,4333,11,1,2,3,3,1,0,0,1
"473",2,4661,12,1,3,1,3,1,1,1,1
"474",2,4687,12,1,3,1,3,1,1,1,1
"475",1,5610,15,1,3,1,3,1,1,1,1
"476",1,5955,16,1,3,1,3,1,1,1,1
"477",1,5364,14,1,3,1,3,1,1,1,1
"478",1,5408,14,1,3,1,3,1,1,1,1
"479",1,5639,15,1,3,1,3,1,1,1,1
"480",1,5556,15,1,3,1,3,1,1,1,1
"481",1,5577,15,1,3,1,3,1,1,1,1
"482",1,5563,15,1,3,1,3,1,1,1,1
"483",1,5733,15,1,3,1,3,1,1,1,1
"484",1,5332,14,1,3,1,3,1,1,1,1
"485",1,5283,14,1,3,1,3,1,1,1,1
"486",1,5305,14,1,3,1,3,1,1,1,1
"487",1,5940,16,1,3,1,3,1,1,1,1
"488",1,5812,15,1,3,1,3,1,1,1,1
"489",2,5375,14,1,3,1,3,1,1,1,1
"490",2,5311,14,1,3,1,3,1,1,1,1
"491",2,5991,16,1,3,1,3,1,1,1,1
"492",2,5496,15,1,3,1,3,1,1,1,1
"493",2,5481,15,1,3,1,3,1,1,1,1
"494",2,5447,14,1,3,1,3,1,1,1,1
"495",2,5599,15,1,3,1,3,1,1,1,1
"496",2,5527,15,1,3,1,3,1,1,1,1
"497",2,5532,15,1,3,1,3,1,1,1,1
"498",2,5467,14,1,3,1,3,1,1,1,1
"499",2,5931,16,1,3,1,3,1,1,1,1
"500",2,5539,15,1,3,1,3,1,1,1,1
"501",1,5448,14,1,3,1,3,1,1,1,1
"502",1,5567,15,1,3,1,3,1,1,1,1
"503",1,5599,15,1,3,1,3,1,1,1,1
"504",1,5572,15,1,3,1,3,1,1,1,1
"505",1,6009,16,1,3,1,3,1,1,1,1
"506",1,5344,14,1,3,1,3,1,1,1,1
"507",1,5350,14,1,3,1,3,1,1,1,1
"508",1,5639,15,1,3,1,3,1,1,1,1
"509",1,5571,15,1,3,1,3,1,1,1,1
"510",1,5623,15,1,3,1,3,1,1,1,1
"511",1,5794,15,1,3,1,3,1,1,1,1
"512",1,5579,15,1,3,1,3,1,1,1,1
"513",2,5893,16,1,3,1,3,1,1,1,1
"514",2,5517,15,1,3,1,3,1,1,1,1
"515",2,5712,15,1,3,1,3,1,1,1,1
"516",2,5600,15,1,3,1,3,1,1,1,1
"517",2,5540,15,1,3,1,3,1,1,1,1
"518",2,5687,15,1,3,1,3,1,1,1,1
"519",2,5582,15,1,3,1,2,1,1,1,0
"520",2,5458,14,1,2,1,3,1,0,1,1
"521",2,5878,16,1,3,1,3,1,1,1,1
"522",2,5785,15,1,2,1,3,1,0,1,1
"523",2,5506,15,1,3,1,3,1,1,1,1
"524",1,5465,14,1,3,1,3,1,1,1,1
"525",1,5624,15,1,3,1,3,1,1,1,1
"526",1,5517,15,1,3,1,3,1,1,1,1
"527",1,5815,15,1,3,1,3,1,1,1,1
"528",1,5755,15,1,3,1,3,1,1,1,1
"529",1,5602,15,1,2,1,3,1,0,1,1
"530",1,5337,14,1,3,1,3,1,1,1,1
"531",1,6173,16,1,3,1,3,1,1,1,1
"532",2,5364,14,1,2,1,3,1,0,1,1
"533",2,5304,14,1,3,1,3,1,1,1,1
"534",2,5457,14,1,3,1,3,1,1,1,1
"535",2,5600,15,1,3,1,3,1,1,1,1
"536",2,5781,15,1,3,1,3,1,1,1,1
"537",2,5474,14,1,3,1,3,1,1,1,1
"538",2,5317,14,1,3,1,3,1,1,1,1
"539",2,5478,14,1,3,1,3,1,1,1,1
"540",2,5440,14,1,3,1,3,1,1,1,1
"541",2,5530,15,1,3,1,3,1,1,1,1
"542",2,5474,14,1,3,1,3,1,1,1,1
"543",2,5602,15,1,3,1,3,1,1,1,1
"544",2,5451,14,1,3,3,1,1,1,0,0
"545",2,5481,15,1,3,1,3,1,1,1,1
"546",2,5319,14,1,3,1,3,1,1,1,1
"547",2,5618,15,1,3,1,3,1,1,1,1
"548",2,5123,14,1,3,1,3,1,1,1,1
"549",2,5981,16,1,3,1,3,1,1,1,1
"550",2,5328,14,1,3,1,3,1,1,1,1
"551",2,5348,14,1,3,1,3,1,1,1,1
"552",2,5309,14,1,3,1,3,1,1,1,1
"553",2,5395,14,1,3,1,3,1,1,1,1
"554",1,5507,15,1,3,1,3,1,1,1,1
"555",1,5602,15,1,3,1,3,1,1,1,1
"556",1,5457,14,1,3,1,3,1,1,1,1
"557",1,5566,15,1,3,1,3,1,1,1,1
"558",1,5276,14,1,3,1,3,1,1,1,1
"559",1,5331,14,1,3,1,3,1,1,1,1
"560",1,5089,13,1,3,1,3,1,1,1,1
"561",1,5916,16,1,3,1,3,1,1,1,1
"562",1,4926,13,1,3,1,3,1,1,1,1
"563",1,5372,14,1,3,1,3,1,1,1,1
"564",1,5203,14,1,3,1,3,1,1,1,1
"565",1,5039,13,1,3,1,3,1,1,1,1
"566",1,5172,14,1,3,1,2,1,1,1,0
"567",1,5226,14,1,3,1,3,1,1,1,1
"568",1,5501,15,1,3,1,3,1,1,1,1
"569",1,5138,14,1,3,1,3,1,1,1,1
"570",1,5247,14,1,3,1,3,1,1,1,1
"571",1,5115,14,1,3,1,3,1,1,1,1
"572",1,5062,13,1,3,1,3,1,1,1,1
"573",1,5241,14,1,3,1,3,1,1,1,1
"574",1,5173,14,1,3,1,3,1,1,1,1
"575",1,5143,14,1,3,1,3,1,1,1,1
"576",1,5211,14,1,3,1,3,1,1,1,1
"577",1,5048,13,1,3,1,3,1,1,1,1
"578",1,4924,13,1,3,1,3,1,1,1,1
"579",1,5284,14,1,3,1,3,1,1,1,1
"580",1,5104,13,1,3,1,3,1,1,1,1
"581",1,5150,14,1,3,1,3,1,1,1,1
"582",2,5132,14,1,3,1,3,1,1,1,1
"583",2,5100,13,1,3,1,3,1,1,1,1
"584",2,5546,15,1,3,1,3,1,1,1,1
"585",2,5250,14,1,3,1,3,1,1,1,1
"586",2,5168,14,1,3,1,3,1,1,1,1
"587",2,4968,13,1,3,1,3,1,1,1,1
"588",2,5134,14,1,3,1,3,1,1,1,1
"589",2,5000,13,1,3,1,3,1,1,1,1
"590",2,5240,14,1,3,1,3,1,1,1,1
"591",2,5130,14,1,3,1,3,1,1,1,1
"592",2,4937,13,1,3,1,3,1,1,1,1
"593",2,5255,14,1,3,1,3,1,1,1,1
"594",2,5134,14,1,3,1,3,1,1,1,1
"595",2,4926,13,1,3,1,3,1,1,1,1
"596",2,5141,14,1,3,1,3,1,1,1,1
"597",2,5057,13,1,3,1,3,1,1,1,1
"598",2,5075,13,1,3,1,3,1,1,1,1
"599",2,5042,13,1,3,1,3,1,1,1,1
"600",1,6731,18,1,3,1,3,1,1,1,1
"601",1,6386,17,1,3,1,3,1,1,1,1
"602",1,6760,18,3,3,2,1,0,1,0,0
"603",1,5706,15,1,3,1,3,1,1,1,1
"604",1,6282,17,1,3,1,3,1,1,1,1
"605",1,6150,16,1,3,1,3,1,1,1,1
"606",1,6400,17,1,3,1,3,1,1,1,1
"607",1,6342,17,2,2,1,2,0,0,1,0
"608",1,6084,16,1,3,1,3,1,1,1,1
"609",1,5991,16,1,3,1,3,1,1,1,1
"610",1,5898,16,1,3,1,3,1,1,1,1
"611",1,6646,18,1,3,1,3,1,1,1,1
"612",1,5966,16,1,3,1,3,1,1,1,1
"613",1,6406,17,1,3,1,3,1,1,1,1
"614",2,6542,17,1,3,2,3,1,1,0,1
"615",2,5941,16,1,3,1,3,1,1,1,1
"616",2,6683,18,1,3,1,3,1,1,1,1
"617",2,5676,15,1,3,1,3,1,1,1,1
"618",2,5802,15,1,3,1,3,1,1,1,1
"619",2,5762,15,1,3,1,3,1,1,1,1
"620",2,5874,16,1,3,1,3,1,1,1,1
"621",2,6252,17,1,3,1,3,1,1,1,1
"622",2,5783,15,1,3,1,3,1,1,1,1
"623",2,6184,16,1,3,1,3,1,1,1,1
"624",2,6244,17,1,3,1,3,1,1,1,1
"625",2,6374,17,1,3,1,3,1,1,1,1
"626",2,6264,17,1,3,1,3,1,1,1,1
"627",2,5792,15,1,3,1,3,1,1,1,1
"628",2,6280,17,1,3,1,3,1,1,1,1
"629",2,6193,16,1,3,1,3,1,1,1,1
"630",2,6199,16,1,3,1,3,1,1,1,1
"631",2,5879,16,1,3,1,3,1,1,1,1
"632",2,5691,15,1,3,1,3,1,1,1,1
"633",2,5770,15,1,3,1,3,1,1,1,1
"634",2,5682,15,1,3,1,3,1,1,1,1
"635",2,6165,16,1,3,1,3,1,1,1,1
"636",2,7224,19,1,3,2,2,1,1,0,0
"637",1,6341,17,1,3,1,3,1,1,1,1
"638",1,6337,17,1,3,1,3,1,1,1,1
"639",1,6386,17,1,3,1,3,1,1,1,1
"640",1,6650,18,1,3,1,3,1,1,1,1
"641",1,6173,16,1,3,1,3,1,1,1,1
"642",1,6389,17,1,3,1,3,1,1,1,1
"643",1,6629,18,1,3,1,3,1,1,1,1
"644",1,6159,16,1,3,3,3,1,1,0,1
"645",1,6347,17,1,3,1,3,1,1,1,1
"646",1,6313,17,1,3,1,3,1,1,1,1
"647",1,6331,17,1,3,1,3,1,1,1,1
"648",1,6672,18,1,3,1,3,1,1,1,1
"649",1,6089,16,1,3,1,3,1,1,1,1
"650",1,6045,16,1,3,1,3,1,1,1,1
"651",1,6357,17,1,3,1,3,1,1,1,1
"652",1,6120,16,1,3,1,3,1,1,1,1
"653",1,6298,17,1,3,1,3,1,1,1,1
"654",1,6108,16,1,2,1,3,1,0,1,1
"655",1,6699,18,1,3,1,3,1,1,1,1
"656",1,6658,18,1,3,1,3,1,1,1,1
"657",1,6538,17,1,3,1,3,1,1,1,1
"658",1,6389,17,1,3,1,3,1,1,1,1
"659",1,7204,19,3,1,3,1,0,0,0,0
"660",2,6321,17,1,3,1,3,1,1,1,1
"661",2,6062,16,1,3,1,3,1,1,1,1
"662",2,6499,17,1,3,1,3,1,1,1,1
"663",2,6637,18,1,3,1,3,1,1,1,1
"664",2,6177,16,1,3,1,3,1,1,1,1
"665",2,6164,16,1,3,1,3,1,1,1,1
"666",2,6291,17,1,3,1,3,1,1,1,1
"667",2,6168,16,1,3,1,3,1,1,1,1
"668",2,6982,19,1,3,1,3,1,1,1,1
"669",2,6423,17,1,3,1,3,1,1,1,1
"670",2,6586,18,2,3,1,3,0,1,1,1
"671",2,6110,16,1,3,1,3,1,1,1,1
"672",2,6844,18,1,3,1,3,1,1,1,1
"673",2,6257,17,1,3,1,3,1,1,1,1
"674",2,6239,17,1,3,2,3,1,1,0,1
"675",2,6115,16,1,3,1,3,1,1,1,1
"676",1,5334,14,1,3,1,3,1,1,1,1
"677",1,4944,13,1,3,1,3,1,1,1,1
"678",1,4858,13,1,3,1,3,1,1,1,1
"679",1,4955,13,1,3,1,3,1,1,1,1
"680",1,4804,13,1,3,1,3,1,1,1,1
"681",1,4893,13,1,3,1,3,1,1,1,1
"682",1,4810,13,1,3,1,3,1,1,1,1
"683",1,4812,13,1,3,1,3,1,1,1,1
"684",1,4809,13,1,3,1,3,1,1,1,1
"685",1,4904,13,1,3,1,3,1,1,1,1
"686",1,4789,13,1,3,1,3,1,1,1,1
"687",1,4702,12,1,3,1,3,1,1,1,1
"688",1,4858,13,1,3,1,3,1,1,1,1
"689",1,5039,13,2,2,2,2,0,0,0,0
"690",1,4809,13,1,3,1,3,1,1,1,1
"691",1,4764,13,1,2,2,2,1,0,0,0
"692",2,4789,13,2,2,2,2,0,0,0,0
"693",2,4786,13,1,3,1,3,1,1,1,1
"694",2,4592,12,1,3,1,3,1,1,1,1
"695",2,4698,12,1,3,1,3,1,1,1,1
"696",2,4553,12,1,3,1,3,1,1,1,1
"697",2,4844,13,1,3,1,3,1,1,1,1
"698",2,4647,12,2,2,2,2,0,0,0,0
"699",2,4906,13,1,3,1,3,1,1,1,1
"700",2,4836,13,1,3,1,3,1,1,1,1
"701",2,4757,13,1,3,1,3,1,1,1,1
"702",2,4740,12,1,3,1,3,1,1,1,1
"703",2,4823,13,2,2,2,2,0,0,0,0
"704",2,4988,13,1,3,1,3,1,1,1,1
"705",2,4790,13,2,3,2,3,0,1,0,1
"706",2,4683,12,2,2,2,3,0,0,0,1
"707",2,4742,12,1,3,1,3,1,1,1,1
"708",2,5198,14,2,2,2,2,0,0,0,0
"709",2,4791,13,2,2,2,2,0,0,0,0
"710",1,5365,14,1,3,1,3,1,1,1,1
"711",1,5399,14,1,3,2,3,1,1,0,1
"712",1,5154,14,1,3,1,3,1,1,1,1
"713",1,4996,13,1,3,1,3,1,1,1,1
"714",1,5007,13,1,3,1,3,1,1,1,1
"715",1,5047,13,1,3,1,3,1,1,1,1
"716",1,5408,14,3,1,3,1,0,0,0,0
"717",1,5126,14,1,2,2,2,1,0,0,0
"718",1,5130,14,1,3,1,3,1,1,1,1
"719",1,5030,13,3,1,1,2,0,0,1,0
"720",1,5151,14,1,3,1,3,1,1,1,1
"721",1,5009,13,2,3,2,3,0,1,0,1
"722",2,5321,14,2,2,2,2,0,0,0,0
"723",2,5370,14,1,3,1,3,1,1,1,1
"724",2,5248,14,1,3,1,3,1,1,1,1
"725",2,5416,14,2,3,1,3,0,1,1,1
"726",1,5298,14,1,2,1,2,1,0,1,0
"727",1,5472,14,1,3,1,3,1,1,1,1
"728",1,5440,14,1,3,1,3,1,1,1,1
"729",1,5373,14,1,3,1,3,1,1,1,1
"730",1,6104,16,1,3,1,3,1,1,1,1
"731",1,5818,15,1,3,1,3,1,1,1,1
"732",1,5716,15,1,3,1,3,1,1,1,1
"733",1,5750,15,1,3,1,3,1,1,1,1
"734",1,5789,15,2,3,1,3,0,1,1,1
"735",1,6571,17,1,3,1,3,1,1,1,1
"736",1,5931,16,1,3,1,3,1,1,1,1
"737",1,6048,16,1,3,1,3,1,1,1,1
"738",1,5649,15,1,3,1,3,1,1,1,1
"739",2,5336,14,1,3,1,3,1,1,1,1
"740",2,5654,15,1,3,1,3,1,1,1,1
"741",2,5360,14,1,3,1,3,1,1,1,1
"742",2,6096,16,1,3,1,3,1,1,1,1
"743",2,5865,16,1,3,1,3,1,1,1,1
"744",2,5736,15,1,3,1,3,1,1,1,1
"745",2,5454,14,1,3,1,3,1,1,1,1
"746",2,5705,15,1,3,1,3,1,1,1,1
"747",2,5622,15,1,3,1,3,1,1,1,1
"748",2,5759,15,1,3,1,3,1,1,1,1
"749",2,5689,15,1,3,1,3,1,1,1,1
"750",1,5871,16,1,3,1,3,1,1,1,1
"751",1,5905,16,1,3,1,3,1,1,1,1
"752",1,5857,16,1,3,1,3,1,1,1,1
"753",1,5713,15,1,1,1,2,1,0,1,0
"754",1,6270,17,1,3,1,3,1,1,1,1
"755",1,5945,16,1,3,1,3,1,1,1,1
"756",1,5863,16,2,3,1,3,0,1,1,1
"757",1,5924,16,2,2,2,2,0,0,0,0
"758",1,5686,15,2,2,2,2,0,0,0,0
"759",1,5926,16,1,3,1,3,1,1,1,1
"760",1,6384,17,1,3,1,3,1,1,1,1
"761",1,5803,15,2,2,2,2,0,0,0,0
"762",2,5724,15,1,3,1,3,1,1,1,1
"763",2,5920,16,1,3,1,3,1,1,1,1
"764",2,6126,16,1,3,1,3,1,1,1,1
"765",2,5812,15,1,3,1,3,1,1,1,1
"766",2,6570,17,1,3,2,3,1,1,0,1
"767",2,5963,16,1,3,1,3,1,1,1,1
"768",2,6362,17,1,3,1,3,1,1,1,1
"769",2,5480,15,2,2,2,2,0,0,0,0
"770",2,6463,17,2,2,2,2,0,0,0,0
"771",2,6017,16,1,3,1,2,1,1,1,0
"772",2,6020,16,1,3,1,3,1,1,1,1
"773",2,5741,15,1,3,1,3,1,1,1,1
"774",2,6008,16,2,2,2,2,0,0,0,0
"775",2,5893,16,1,3,1,2,1,1,1,0
"776",2,5907,16,1,3,1,3,1,1,1,1
"777",1,4052,11,1,3,1,3,1,1,1,1
"778",2,3846,10,1,3,1,3,1,1,1,1
"779",2,4461,12,1,3,1,3,1,1,1,1
