"","mode","price.beach","price.pier","price.boat","price.charter","catch.beach","catch.pier","catch.boat","catch.charter","income"
"706","pier",15.87,15.87,68.77,87.27,0.2537,0.1498,0.0233,0.0219,3749.9999
"707","boat",221.408,221.408,18.87,48.37,0.0678,0.0503,0.0143,0.0289,4583.332
"708","beach",27.87,27.87,120.77,139.27,0.2537,0.1498,0.0233,0.0219,7083.3317
"709","beach",9.87,9.87,42.77,61.27,0.2537,0.1498,0.0233,0.0219,2083.3332
"710","pier",9.87,9.87,42.77,61.27,0.2537,0.1498,0.2339,0.6288,2083.3332
"711","pier",15.87,15.87,68.77,87.27,0.2537,0.1498,0.0233,0.0219,3749.9999
"712","beach",18.87,18.87,81.77,100.27,0.2537,0.1498,0.2339,0.6288,4583.332
"713","charter",116.64,116.64,21.87,56.87,0.0678,0.0789,0.0102,0.0209,5416.6667
"714","beach",21.87,21.87,72.9,91.4,0.2537,0.1498,0.2339,0.6288,5416.6667
"715","pier",12.87,12.87,42.9,61.4,0.2537,0.1498,0.2339,0.6288,2916.6666
"716","pier",12.87,12.87,42.9,61.4,0.2537,0.1498,0.0233,0.0219,2916.6666
"717","charter",116.64,116.64,21.87,56.87,0.0678,0.0789,0.0897,1.0905,5416.6667
"718","charter",84.64,84.64,15.87,50.87,0.0678,0.0025,0.0108,0.2377,3749.9999
"719","charter",132.64,132.64,24.87,59.87,0.0678,0.0789,0.0897,1.0905,6250.0013
"720","charter",52.64,52.64,9.87,44.87,0.0678,0.0789,0.0559,0.6456,2083.3332
"721","boat",9.87,9.87,32.9,51.4,0.2537,0.1498,0.2339,0.6288,2083.3332
"722","charter",148.64,148.64,27.87,62.87,0.0678,0.0789,0.0102,0.0209,7083.3317
"723","boat",180.64,180.64,33.87,68.87,0.0678,0.0789,0.0559,0.6456,8750.001
"724","charter",130.416,130.416,12.87,42.37,0.0678,0.0503,0.0016,0.1176,2916.6666
"725","boat",221.616,221.616,21.87,51.37,0.0678,0.0503,0.0143,0.0289,5416.6667
"726","pier",36.87,36.87,122.9,141.4,0.2537,0.1498,0.2339,0.6288,9583.3357
"727","boat",191.216,191.216,18.87,48.37,0.0678,0.0052,0.0732,0.1726,4583.332
"728","charter",68.64,68.64,12.87,47.87,0.0678,0.0789,0.0102,0.0209,2916.6666
"729","pier",30.87,30.87,102.9,121.4,0.2537,0.1498,0.2339,0.6288,7916.6663
"730","boat",282.416,282.416,27.87,57.37,0.0678,0.0503,0.0143,0.0289,7083.3317
"731","boat",116.64,116.64,21.87,56.87,0.0678,0.0789,0.0559,0.6456,5416.6667
"732","boat",84.64,84.64,15.87,50.87,0.0678,0.0789,0.0897,1.0905,3749.9999
"733","charter",116.64,116.64,21.87,56.87,0.0678,0.0789,0.0897,1.0905,5416.6667
"734","boat",148.64,148.64,27.87,62.87,0.0678,0.0789,0.0559,0.6456,7083.3317
"735","pier",18.87,18.87,62.9,81.4,0.2537,0.1498,0.0233,0.0219,4583.332
"736","charter",84.64,84.64,15.87,50.87,0.0678,0.0789,0.0897,1.0905,3749.9999
"737","boat",100.64,100.64,18.87,53.87,0.0678,0.0025,0.0108,0.2377,4583.332
"738","boat",84.64,84.64,15.87,50.87,0.0678,0.0789,0.0897,1.0905,3749.9999
"739","charter",6.87,6.87,47.632,72.632,0.2537,0.1498,0.6817,2.3014,1249.9998
"740","charter",84.64,84.64,15.87,50.87,0.0678,0.0789,0.0897,1.0905,3749.9999
"741","charter",68.64,68.64,12.87,47.87,0.0678,0.0789,0.0102,0.0209,2916.6666
"742","charter",84.64,84.64,15.87,50.87,0.0678,0.0789,0.0102,0.0209,3749.9999
"743","beach",18.87,18.87,62.9,81.4,0.2537,0.1498,0.2339,0.6288,4583.332
"744","charter",160.816,160.816,15.87,45.37,0.0678,0.0052,0.0732,0.1726,3749.9999
"745","pier",15.87,15.87,52.9,71.4,0.2537,0.1498,0.0233,0.0219,3749.9999
"746","boat",100.016,100.016,9.87,39.37,0.0678,0.0503,0.0143,0.0289,2083.3332
"747","pier",9.87,9.87,32.9,51.4,0.2537,0.1498,0.0233,0.0219,2083.3332
"748","pier",9.87,9.87,32.9,51.4,0.2537,0.1498,0.2339,0.6288,2083.3332
"749","boat",84.64,84.64,15.87,50.87,0.0678,0.0789,0.0897,1.0905,3749.9999
"750","pier",12.87,12.87,42.9,61.4,0.2537,0.1498,0.2339,0.6288,2916.6666
"751","charter",52.64,52.64,9.87,44.87,0.0678,0.0789,0.0559,0.6456,2083.3332
"752","pier",12.87,12.87,42.9,61.4,0.2537,0.1498,0.0233,0.0219,2916.6666
"753","boat",180.64,180.64,33.87,68.87,0.0678,0.0789,0.0102,0.0209,8750.001
"754","charter",36.64,36.64,6.87,41.87,0.0678,0.0789,0.0559,0.6456,1249.9998
"755","boat",52.64,52.64,9.87,44.87,0.0678,0.0789,0.0897,1.0905,2083.3332
"756","boat",84.64,84.64,15.87,50.87,0.0678,0.0789,0.0102,0.0209,3749.9999
"757","beach",9.87,9.87,32.9,51.4,0.2537,0.1498,0.2339,0.6288,2083.3332
"758","boat",148.64,148.64,27.87,62.87,0.0678,0.0789,0.0102,0.0209,7083.3317
"759","charter",52.64,52.64,9.87,44.87,0.0678,0.0789,0.0102,0.0209,2083.3332
"760","beach",15.87,15.87,52.9,71.4,0.2537,0.1498,0.2339,0.6288,3749.9999
"761","boat",228.64,228.64,42.87,77.87,0.0678,0.0789,0.0102,0.0209,11250.001
"762","charter",68.64,68.64,12.87,47.87,0.0678,0.0789,0.0559,0.6456,2916.6666
"763","charter",52.64,52.64,9.87,44.87,0.0678,0.0789,0.0559,0.6456,2083.3332
"764","boat",160.816,160.816,15.87,45.37,0.0678,0.0503,0.0143,0.0289,3749.9999
"765","boat",116.64,116.64,21.87,56.87,0.0678,0.0789,0.0102,0.0209,5416.6667
"766","charter",84.64,84.64,15.87,50.87,0.0678,0.0789,0.0897,1.0905,3749.9999
"767","pier",12.87,12.87,42.9,61.4,0.2537,0.1498,0.0233,0.0219,2916.6666
"768","boat",221.616,221.616,21.87,51.37,0.0678,0.0503,0.1082,0.324,5416.6667
"769","charter",68.64,68.64,12.87,47.87,0.0678,0.0025,0.0108,0.2377,2916.6666
"770","beach",9.87,9.87,32.9,51.4,0.2537,0.1498,0.2339,0.6288,2083.3332
"771","pier",12.87,12.87,42.9,61.4,0.2537,0.1498,0.0233,0.0219,2916.6666
"772","pier",3.87,3.87,12.9,31.4,0.2537,0.1498,0.2339,0.6288,416.66668
"773","charter",116.64,116.64,21.87,56.87,0.0678,0.0789,0.0102,0.0209,5416.6667
"774","charter",84.64,84.64,15.87,50.87,0.0678,0.0789,0.0559,0.6456,3749.9999
"775","beach",9.87,9.87,32.9,51.4,0.2537,0.1498,0.0233,0.0219,2083.3332
"776","pier",9.87,9.87,32.9,51.4,0.2537,0.1498,0.0233,0.0219,2083.3332
"777","charter",43.74,43.74,52.488,70.988,0.2537,0.1498,0.2339,0.6288,5416.6667
"778","charter",107.77,107.77,49.74,84.74,0.0678,0.0789,0.0559,0.6456,6250.0013
"779","boat",78.302,78.302,42.77,77.77,0.5333,0.0069,0.0361,0.4216,2083.3332
"780","charter",120.77,120.77,55.74,90.74,0.0678,0.0789,0.0897,1.0905,7083.3317
"781","charter",94.77,94.77,43.74,78.74,0.0678,0.0025,0.0108,0.2377,5416.6667
"782","charter",81.77,81.77,37.74,72.74,0.0678,0.0789,0.0559,0.6456,4583.332
"783","charter",134.366,134.366,31.74,61.24,0.0678,0.0503,0.1082,0.324,3749.9999
"784","charter",55.77,55.77,25.74,60.74,0.0678,0.0789,0.0102,0.0209,2916.6666
"785","boat",94.77,94.77,43.74,78.74,0.0678,0.0789,0.0897,1.0905,5416.6667
"786","pier",43.74,43.74,52.488,70.988,0.2537,0.1498,0.2339,0.6288,5416.6667
"787","boat",94.77,94.77,43.74,78.74,0.0678,0.0789,0.0559,0.6456,5416.6667
"788","charter",81.77,81.77,37.74,72.74,0.0678,0.0789,0.0102,0.0209,4583.332
"789","charter",107.77,107.77,49.74,84.74,0.0678,0.0789,0.0559,0.6456,6250.0013
"790","charter",108.966,108.966,25.74,55.24,0.0678,0.0503,0.0143,0.0289,2916.6666
"791","pier",25.74,25.74,30.888,49.388,0.2537,0.1498,0.0082,0.0044,2916.6666
"792","boat",108.966,108.966,25.74,55.24,0.0678,0.0052,0.0732,0.1726,2916.6666
"793","charter",94.77,94.77,43.74,78.74,0.0678,0.0789,0.0102,0.0209,5416.6667
"794","beach",125.902,125.902,68.77,103.77,0.5333,0.4522,0.2413,1.0266,3749.9999
"795","charter",68.77,68.77,31.74,66.74,0.0678,0.0789,0.0897,1.0905,3749.9999
"796","boat",159.766,159.766,37.74,67.24,0.0678,0.0503,0.0143,0.0289,4583.332
"797","charter",81.77,81.77,37.74,72.74,0.0678,0.0025,0.0108,0.2377,4583.332
"798","boat",68.77,68.77,31.74,66.74,0.0678,0.0025,0.0108,0.2377,3749.9999
"799","charter",107.77,107.77,49.74,84.74,0.0678,0.0789,0.0559,0.6456,6250.0013
"800","boat",94.77,94.77,43.74,78.74,0.0678,0.0025,0.0108,0.2377,5416.6667
"801","boat",29.77,29.77,13.74,48.74,0.0678,0.0789,0.0559,0.6456,1249.9998
"802","boat",108.966,108.966,25.74,55.24,0.0678,0.0503,0.0143,0.0289,2916.6666
"803","boat",42.594,42.594,6.87,41.87,0.0678,0.0789,0.0102,0.0209,1249.9998
"804","charter",79.794,79.794,12.87,47.87,0.0678,0.0789,0.0559,0.6456,2916.6666
"805","boat",115.808,115.808,9.87,39.37,0.0678,0.0503,0.0143,0.0289,2083.3332
"806","boat",154.194,154.194,24.87,59.87,0.0678,0.0789,0.0897,1.0905,6250.0013
"807","charter",42.594,42.594,6.87,41.87,0.0678,0.0789,0.0559,0.6456,1249.9998
"808","beach",24.87,24.87,107.77,126.27,0.2537,0.1498,0.0082,0.0044,6250.0013
"809","charter",186.208,186.208,15.87,45.37,0.0678,0.0052,0.0732,0.1726,3749.9999
"810","charter",61.194,61.194,9.87,44.87,0.0678,0.0789,0.0559,0.6456,2083.3332
"811","pier",12.87,12.87,55.77,74.27,0.2537,0.1498,0.2339,0.6288,2916.6666
"812","charter",79.794,79.794,12.87,47.87,0.0678,0.0789,0.0559,0.6456,2916.6666
"813","beach",27.87,27.87,120.77,139.27,0.2537,0.1498,0.2339,0.6288,7083.3317
"814","charter",79.794,79.794,12.87,47.87,0.0678,0.0789,0.0897,1.0905,2916.6666
"815","boat",555.808,555.808,47.37,76.87,0.0678,0.0503,0.0143,0.0289,12499.998
"816","boat",80.608,80.608,6.87,36.37,0.0678,0.0503,0.0143,0.0289,1249.9998
"817","boat",467.808,467.808,39.87,69.37,0.0678,0.0503,0.0143,0.0289,10416.666
"818","beach",36.87,36.87,159.77,178.27,0.2537,0.1498,0.2339,0.6288,9583.3357
"819","beach",12.87,12.87,55.77,74.27,0.2537,0.1498,0.0082,0.0044,2916.6666
"820","beach",6.87,6.87,29.77,48.27,0.2537,0.1498,0.0233,0.0219,1249.9998
"821","charter",115.808,115.808,9.87,39.37,0.0678,0.0503,0.1082,0.324,2083.3332
"822","beach",12.87,12.87,55.77,74.27,0.2537,0.1498,0.2339,0.6288,2916.6666
"823","boat",154.194,154.194,24.87,59.87,0.0678,0.0789,0.0102,0.0209,6250.0013
"824","boat",116.994,116.994,18.87,53.87,0.0678,0.0789,0.0102,0.0209,4583.332
"825","beach",12.87,12.87,55.77,74.27,0.2537,0.1498,0.2339,0.6288,2916.6666
"826","pier",3.87,3.87,16.77,35.27,0.2537,0.1498,0.0233,0.0219,416.66668
"827","charter",154.194,154.194,24.87,59.87,0.0678,0.0789,0.0559,0.6456,6250.0013
"828","beach",30.87,30.87,133.77,152.27,0.2537,0.1498,0.0233,0.0219,7916.6663
"829","pier",3.87,3.87,16.77,35.27,0.2537,0.0014,0.0626,0.2773,416.66668
"830","charter",135.594,135.594,21.87,56.87,0.0678,0.0789,0.0102,0.0209,5416.6667
"831","charter",116.994,116.994,18.87,53.87,0.0678,0.0789,0.0102,0.0209,4583.332
"832","charter",116.994,116.994,18.87,53.87,0.0678,0.0789,0.0897,1.0905,4583.332
"833","boat",555.808,555.808,47.37,76.87,0.0678,0.0052,0.0732,0.1726,12499.998
"834","charter",116.994,116.994,18.87,53.87,0.0678,0.0789,0.0102,0.0209,4583.332
"835","boat",209.994,209.994,33.87,68.87,0.0678,0.0789,0.0102,0.0209,8750.001
"836","boat",98.394,98.394,15.87,50.87,0.0678,0.0789,0.0559,0.6456,3749.9999
"837","boat",115.808,115.808,9.87,39.37,0.0678,0.0503,0.0143,0.0289,2083.3332
"838","charter",80.608,80.608,6.87,36.37,0.0678,0.0503,0.1082,0.324,1249.9998
"839","charter",79.794,79.794,12.87,47.87,0.0678,0.0789,0.0102,0.0209,2916.6666
"840","beach",24.87,24.87,107.77,126.27,0.2537,0.1498,0.0233,0.0219,6250.0013
"841","boat",151.008,151.008,12.87,42.37,0.0678,0.0503,0.1082,0.324,2916.6666
"842","boat",256.608,256.608,21.87,51.37,0.0678,0.0503,0.0143,0.0289,5416.6667
"843","boat",98.394,98.394,15.87,50.87,0.0678,0.0789,0.0559,0.6456,3749.9999
"844","pier",12.87,12.87,55.77,74.27,0.2537,0.1498,0.2339,0.6288,2916.6666
"845","beach",21.87,21.87,94.77,113.27,0.2537,0.1498,0.0233,0.0219,5416.6667
"846","boat",115.808,115.808,9.87,39.37,0.0678,0.0503,0.1082,0.324,2083.3332
"847","charter",135.594,135.594,21.87,56.87,0.0678,0.0789,0.0102,0.0209,5416.6667
"848","charter",135.594,135.594,21.87,56.87,0.0678,0.0789,0.0559,0.6456,5416.6667
"849","pier",24.87,24.87,107.77,126.27,0.2537,0.1498,0.2339,0.6288,6250.0013
"850","charter",79.794,79.794,12.87,47.87,0.0678,0.0789,0.0897,1.0905,2916.6666
"851","boat",23.994,23.994,3.87,38.87,0.0678,0.0789,0.0559,0.6456,416.66668
"852","charter",98.394,98.394,15.87,50.87,0.0678,0.0789,0.0102,0.0209,3749.9999
"853","boat",221.408,221.408,18.87,48.37,0.0678,0.0503,0.0143,0.0289,4583.332
"854","charter",12.87,12.87,53.196,78.196,0.2537,0.1498,0.6817,2.3014,2916.6666
"855","boat",80.608,80.608,6.87,36.37,0.0678,0.0052,0.0732,0.1726,1249.9998
"856","boat",256.608,256.608,21.87,51.37,0.0678,0.0503,0.0143,0.0289,5416.6667
"857","boat",80.608,80.608,6.87,36.37,0.0678,0.0503,0.0143,0.0289,1249.9998
"858","pier",12.87,12.87,55.77,74.27,0.2537,0.1498,0.2339,0.6288,2916.6666
"859","charter",115.808,115.808,115.808,140.808,0.0678,0.0503,0.2601,0.5391,2083.3332
"860","beach",15.87,15.87,68.77,87.27,0.2537,0.1498,0.2339,0.6288,3749.9999
"861","boat",397.408,397.408,33.87,63.37,0.0678,0.0503,0.0143,0.0289,8750.001
"862","boat",79.794,79.794,12.87,47.87,0.0678,0.0789,0.0102,0.0209,2916.6666
"863","charter",42.594,42.594,6.87,41.87,0.0678,0.0789,0.0559,0.6456,1249.9998
"864","boat",256.608,256.608,21.87,51.37,0.0678,0.0503,0.1082,0.324,5416.6667
"865","pier",3.87,3.87,16.77,35.27,0.2537,0.1498,0.0233,0.0219,416.66668
"866","pier",21.87,21.87,94.77,113.27,0.2537,0.1498,0.0233,0.0219,5416.6667
"867","boat",79.794,79.794,12.87,47.87,0.0678,0.0789,0.0559,0.6456,2916.6666
"868","boat",327.008,327.008,27.87,57.37,0.0678,0.0503,0.0143,0.0289,7083.3317
"869","boat",45.408,45.408,3.87,33.37,0.0678,0.0503,0.0022,0.324,416.66668
"870","boat",175.89,175.89,121.836,146.836,0.2537,0.1498,0.6817,2.3014,2916.6666
"871","beach",31.144,31.144,70.532,105.532,0.5333,0.4522,0.0156,0.0058,1249.9998
"872","boat",35.724,35.724,31.144,56.144,0.2537,0.1498,0.6817,2.3014,1249.9998
"873","beach",121.836,121.836,203.346,238.346,0.5333,0.4522,0.0156,0.0058,2916.6666
"874","charter",175.89,175.89,121.836,146.836,0.2537,0.1498,0.6817,2.3014,2916.6666
"875","pier",93.436,93.436,155.946,190.946,0.5333,0.4522,0.2413,1.0266,2083.3332
"876","boat",224.818,224.818,245.256,270.256,0.2537,0.1498,0.6817,2.3014,7083.3317
"877","charter",128.018,128.018,139.656,164.656,0.2537,0.1498,0.6817,2.3014,3749.9999
"878","charter",57.246,57.246,9.87,34.87,0.2537,0.1498,0.0531,0.0052,2083.3332
"879","boat",22.446,22.446,3.87,28.87,0.2537,0.1498,0.7369,2.3101,416.66668
"880","charter",74.646,74.646,12.87,37.87,0.2537,0.1498,0.6817,2.3014,2916.6666
"881","boat",144.246,144.246,24.87,49.87,0.2537,0.1498,0.0531,0.0052,6250.0013
"882","beach",9.87,9.87,121.73,156.73,0.5333,0.4522,0.2413,1.0266,2083.3332
"883","charter",22.446,22.446,3.87,28.87,0.2537,0.1498,0.6817,2.3014,416.66668
"884","boat",74.646,74.646,12.87,37.87,0.2537,0.1498,0.7369,2.3101,2916.6666
"885","beach",9.87,9.87,121.73,156.73,0.5333,0.4522,0.2413,1.0266,2083.3332
"886","pier",18.87,18.87,232.73,267.73,0.5333,0.4522,0.2413,1.0266,4583.332
"887","boat",161.646,161.646,27.87,52.87,0.2537,0.1498,0.0531,0.0052,7083.3317
"888","charter",57.246,57.246,9.87,34.87,0.2537,0.1498,0.6817,2.3014,2083.3332
"889","charter",109.446,109.446,18.87,43.87,0.2537,0.1498,0.0531,0.0052,4583.332
"890","boat",74.646,74.646,12.87,37.87,0.2537,0.1498,0.0531,0.0052,2916.6666
"891","boat",22.446,22.446,3.87,28.87,0.2537,0.1498,0.6817,2.3014,416.66668
"892","pier",3.87,3.87,47.73,82.73,0.5333,0.4522,0.2413,1.0266,416.66668
"893","beach",3.87,3.87,47.73,82.73,0.5333,0.4522,0.2413,1.0266,416.66668
"894","boat",57.246,57.246,9.87,34.87,0.2537,0.1498,0.6817,2.3014,2083.3332
"895","boat",161.646,161.646,27.87,52.87,0.2537,0.1498,0.6817,2.3014,7083.3317
"896","beach",15.87,15.87,195.73,230.73,0.5333,0.4522,0.0156,0.0058,3749.9999
"897","pier",12.87,12.87,158.73,193.73,0.5333,0.4522,0.2413,1.0266,2916.6666
"898","pier",9.87,9.87,121.73,156.73,0.5333,0.4522,0.2413,1.0266,2083.3332
"899","boat",74.646,74.646,12.87,37.87,0.2537,0.1498,0.0531,0.0052,2916.6666
"900","boat",74.646,74.646,12.87,37.87,0.2537,0.1498,0.7369,2.3101,2916.6666
"901","boat",57.246,57.246,9.87,34.87,0.2537,0.1498,0.0531,0.0052,2083.3332
"902","boat",176.344,176.344,57.246,86.746,0.0678,0.0503,0.0143,0.0289,2083.3332
"903","boat",74.646,74.646,12.87,37.87,0.2537,0.1498,0.6817,2.3014,2916.6666
"904","pier",9.87,9.87,121.73,156.73,0.5333,0.4522,0.2413,1.0266,2083.3332
"905","charter",74.646,74.646,12.87,37.87,0.2537,0.1498,0.6817,2.3014,2916.6666
"906","pier",6.87,6.87,84.73,119.73,0.5333,0.4522,0.2413,1.0266,1249.9998
"907","boat",39.846,39.846,6.87,31.87,0.2537,0.1498,0.0531,0.0052,1249.9998
"908","charter",92.046,92.046,15.87,40.87,0.2537,0.1498,0.6817,2.3014,3749.9999
"909","boat",283.544,283.544,92.046,121.546,0.0678,0.0503,0.0143,0.0289,3749.9999
"910","boat",74.646,74.646,12.87,37.87,0.2537,0.1498,0.6817,2.3014,2916.6666
"911","boat",74.646,74.646,12.87,37.87,0.2537,0.1498,0.0531,0.0052,2916.6666
"912","charter",57.246,57.246,9.87,34.87,0.2537,0.1498,0.6817,2.3014,2083.3332
"913","charter",195.73,195.73,92.046,127.046,0.0678,0.0789,0.0559,0.6456,3749.9999
"914","pier",9.87,9.87,121.73,156.73,0.5333,0.4522,0.2413,1.0266,2083.3332
"915","boat",144.246,144.246,24.87,49.87,0.2537,0.1498,0.6817,2.3014,6250.0013
"916","boat",144.246,144.246,24.87,49.87,0.2537,0.1498,0.6817,2.3014,6250.0013
"917","boat",109.446,109.446,18.87,43.87,0.2537,0.1498,0.0531,0.0052,4583.332
"918","boat",39.846,39.846,6.87,31.87,0.2537,0.1498,0.0531,0.0052,1249.9998
"919","boat",57.246,57.246,9.87,34.87,0.2537,0.1498,0.0531,0.0052,2083.3332
"920","beach",27.87,27.87,343.73,378.73,0.5333,0.4522,0.2413,1.0266,7083.3317
"921","charter",92.046,92.046,15.87,40.87,0.2537,0.1498,0.6817,2.3014,3749.9999
"922","boat",92.046,92.046,15.87,40.87,0.2537,0.1498,0.6817,2.3014,3749.9999
"923","boat",15.096,15.096,213.86,248.86,0.5333,0.0069,0.0361,0.4216,4583.332
"924","pier",7.896,7.896,111.86,146.86,0.5333,0.4522,0.0156,0.0058,2083.3332
"925","beach",12.696,12.696,179.86,214.86,0.5333,0.4522,0.0051,1.0266,3749.9999
"926","boat",32.976,32.976,5.496,30.496,0.2537,0.1498,0.7369,2.3101,1249.9998
"927","boat",47.376,47.376,7.896,32.896,0.2537,0.1498,0.6817,2.3014,2083.3332
"928","beach",19.896,19.896,281.86,316.86,0.5333,0.4522,0.2413,1.0266,6250.0013
"929","boat",76.176,76.176,12.696,37.696,0.2537,0.1498,0.7369,2.3101,3749.9999
"930","boat",47.376,47.376,7.896,32.896,0.2537,0.1498,0.7369,2.3101,2083.3332
"931","boat",133.776,133.776,22.296,47.296,0.2537,0.1498,0.6817,2.3014,7083.3317
"932","charter",61.776,61.776,10.296,35.296,0.2537,0.1498,0.6817,2.3014,2916.6666
"933","boat",227.376,227.376,37.896,62.896,0.2537,0.1498,0.0531,0.0052,12499.998
"934","beach",7.896,7.896,111.86,146.86,0.5333,0.4522,0.2413,1.0266,2083.3332
"935","boat",90.576,90.576,15.096,40.096,0.2537,0.1498,0.7369,2.3101,4583.332
"936","charter",90.576,90.576,15.096,40.096,0.2537,0.1498,0.6817,2.3014,4583.332
"937","beach",15.096,15.096,213.86,248.86,0.5333,0.4522,0.2413,1.0266,4583.332
"938","beach",10.296,10.296,145.86,180.86,0.5333,0.4522,0.2413,1.0266,2916.6666
"939","charter",133.776,133.776,22.296,47.296,0.2537,0.1498,0.0531,0.0052,7083.3317
"940","boat",61.776,61.776,10.296,35.296,0.2537,0.1498,0.7369,2.3101,2916.6666
"941","boat",61.776,61.776,10.296,35.296,0.2537,0.1498,0.6817,2.3014,2916.6666
"942","beach",15.096,15.096,213.86,248.86,0.5333,0.4522,0.2413,1.0266,4583.332
"943","boat",32.976,32.976,5.496,30.496,0.2537,0.1498,0.6817,2.3014,1249.9998
"944","boat",162.576,162.576,27.096,52.096,0.2537,0.1498,0.7369,2.3101,8750.001
"945","boat",76.176,76.176,12.696,37.696,0.2537,0.1498,0.7369,2.3101,3749.9999
"946","pier",77.86,77.86,115.874,144.874,0.0678,0.0789,0.0014,0.0029,1249.9998
"947","beach",17.496,17.496,247.86,282.86,0.5333,0.4522,0.0156,0.0058,5416.6667
