"","mode","price.beach","price.pier","price.boat","price.charter","catch.beach","catch.pier","catch.boat","catch.charter","income"
"948","charter",61.776,61.776,10.296,35.296,0.2537,0.1498,0.6817,2.3014,2916.6666
"949","boat",104.976,104.976,17.496,42.496,0.2537,0.1498,0.6817,2.3014,5416.6667
"950","charter",47.376,47.376,7.896,32.896,0.2537,0.1498,0.6817,2.3014,2083.3332
"951","boat",150.174,150.174,45.198,70.198,0.2537,0.1498,0.6817,2.3014,5416.6667
"952","beach",26.598,26.598,172.458,207.458,0.5333,0.4522,0.2413,1.0266,2916.6666
"953","charter",88.374,88.374,26.598,51.598,0.2537,0.1498,0.6817,2.3014,2916.6666
"954","boat",129.574,129.574,38.998,63.998,0.2537,0.1498,0.6817,2.3014,4583.332
"955","charter",132.258,132.258,67.774,102.774,0.0678,0.0789,0.0559,0.6456,2083.3332
"956","pier",26.598,26.598,172.458,207.458,0.5333,0.4522,0.2413,1.0266,2916.6666
"957","beach",14.198,14.198,92.058,127.058,0.5333,0.4522,0.2413,1.0266,1249.9998
"958","charter",47.174,47.174,14.198,39.198,0.2537,0.1498,0.6817,2.3014,1249.9998
"959","charter",108.974,108.974,32.798,57.798,0.2537,0.1498,0.6817,2.3014,3749.9999
"960","pier",20.398,20.398,132.258,167.258,0.5333,0.4522,0.0156,0.0058,2083.3332
"961","charter",88.374,88.374,26.598,51.598,0.2537,0.1498,0.6817,2.3014,2916.6666
"962","boat",129.574,129.574,38.998,63.998,0.2537,0.1498,0.7369,2.3101,4583.332
"963","boat",88.374,88.374,26.598,51.598,0.2537,0.1498,0.0531,0.0052,2916.6666
"964","beach",32.798,32.798,212.658,247.658,0.5333,0.4522,0.1665,0.3975,3749.9999
"965","boat",88.374,88.374,26.598,51.598,0.2537,0.1498,0.6817,2.3014,2916.6666
"966","charter",129.574,129.574,38.998,63.998,0.2537,0.1498,0.0531,0.0052,4583.332
"967","boat",108.974,108.974,32.798,57.798,0.2537,0.1498,0.6817,2.3014,3749.9999
"968","charter",129.574,129.574,38.998,63.998,0.2537,0.1498,0.6817,2.3014,4583.332
"969","pier",26.598,26.598,172.458,207.458,0.5333,0.4522,0.2413,1.0266,2916.6666
"970","pier",26.598,26.598,172.458,207.458,0.5333,0.4522,0.0156,0.0058,2916.6666
"971","charter",129.574,129.574,38.998,63.998,0.2537,0.1498,0.6817,2.3014,4583.332
"972","boat",253.174,253.174,76.198,101.198,0.2537,0.1498,0.6817,2.3014,9583.3357
"973","boat",108.974,108.974,32.798,57.798,0.2537,0.1498,0.0531,0.0052,3749.9999
"974","pier",20.398,20.398,132.258,167.258,0.5333,0.4522,0.2413,1.0266,2083.3332
"975","boat",47.174,47.174,14.198,39.198,0.2537,0.1498,0.0531,0.0052,1249.9998
"976","pier",38.998,38.998,252.858,287.858,0.5333,0.4522,0.1665,0.3975,4583.332
"977","boat",129.574,129.574,38.998,63.998,0.2537,0.1498,0.6817,2.3014,4583.332
"978","pier",76.198,76.198,494.058,529.058,0.5333,0.4522,0.2413,1.0266,9583.3357
"979","beach",7.998,7.998,51.858,86.858,0.5333,0.4522,0.2413,1.0266,416.66668
"980","pier",9.87,9.87,121.73,156.73,0.5333,0.4522,0.0156,0.0058,2083.3332
"981","beach",14.476,14.476,62.51,81.01,0.2537,0.1498,0.0233,0.0219,2083.3332
"982","pier",2.322,2.322,55.47,90.47,0.5333,0.4522,0.2413,1.0266,416.66668
"983","boat",53.586,53.586,4.122,29.122,0.2537,0.1498,0.6817,2.3014,1249.9998
"984","boat",123.786,123.786,9.522,34.522,0.2537,0.1498,0.0531,0.0052,3749.9999
"985","charter",61.776,61.776,10.296,35.296,0.2537,0.1498,0.0531,0.0052,2916.6666
"986","pier",3.096,3.096,43.86,78.86,0.5333,0.4522,0.2413,1.0266,416.66668
"987","pier",7.896,7.896,111.86,146.86,0.5333,0.4522,0.2413,1.0266,2083.3332
"988","boat",76.176,76.176,12.696,37.696,0.2537,0.1498,0.7369,2.3101,3749.9999
"989","boat",47.376,47.376,7.896,32.896,0.2537,0.1498,0.6817,2.3014,2083.3332
"990","charter",18.576,18.576,3.096,28.096,0.2537,0.1498,0.6817,2.3014,416.66668
"991","charter",32.976,32.976,5.496,30.496,0.2537,0.1498,0.0531,0.0052,1249.9998
"992","boat",119.376,119.376,19.896,44.896,0.2537,0.1498,0.6817,2.3014,6250.0013
"993","boat",61.776,61.776,10.296,35.296,0.2537,0.1498,0.6817,2.3014,2916.6666
"994","pier",15.096,15.096,213.86,248.86,0.5333,0.4522,0.2413,1.0266,4583.332
"995","pier",10.296,10.296,145.86,180.86,0.5333,0.4522,0.1665,0.3975,2916.6666
"996","pier",5.496,5.496,77.86,112.86,0.5333,0.4522,0.2413,1.0266,1249.9998
"997","charter",32.976,32.976,5.496,30.496,0.2537,0.1498,0.6817,2.3014,1249.9998
"998","beach",17.496,17.496,247.86,282.86,0.5333,0.4522,0.2413,1.0266,5416.6667
"999","boat",32.976,32.976,5.496,30.496,0.2537,0.1498,0.0531,0.0052,1249.9998
"1000","boat",61.776,61.776,10.296,35.296,0.2537,0.1498,0.6817,2.3014,2916.6666
"1001","boat",76.176,76.176,12.696,37.696,0.2537,0.1498,0.0531,0.0052,3749.9999
"1002","pier",5.496,5.496,77.86,112.86,0.5333,0.4522,0.2413,1.0266,1249.9998
"1003","boat",18.576,18.576,3.096,28.096,0.2537,0.1498,0.0531,0.0052,416.66668
"1004","boat",90.576,90.576,15.096,40.096,0.2537,0.1498,0.0531,0.0052,4583.332
"1005","beach",76.176,76.176,139.656,158.156,0.2537,0.1498,0.2339,0.6288,3749.9999
"1006","boat",76.176,76.176,12.696,37.696,0.2537,0.1498,0.6817,2.3014,3749.9999
"1007","boat",227.376,227.376,37.896,62.896,0.2537,0.1498,0.0531,0.0052,12499.998
"1008","beach",5.496,5.496,77.86,112.86,0.5333,0.4522,0.1665,0.3975,1249.9998
"1009","pier",47.376,47.376,86.856,105.356,0.2537,0.1498,0.2339,0.6288,2083.3332
"1010","beach",7.896,7.896,111.86,146.86,0.5333,0.4522,0.2413,1.0266,2083.3332
"1011","boat",37.506,37.506,3.29,28.29,0.2537,0.1498,0.6817,2.3014,2083.3332
"1012","beach",3.29,3.29,101.99,136.99,0.5333,0.4522,0.0051,1.0266,2083.3332
"1013","beach",2.29,2.29,70.99,105.99,0.5333,0.4522,0.1665,0.3975,1249.9998
"1014","beach",1.29,1.29,39.99,74.99,0.5333,0.4522,0.2413,1.0266,416.66668
"1015","pier",6.29,6.29,194.99,229.99,0.5333,0.4522,0.2413,1.0266,4583.332
"1016","boat",243.34,243.34,41.262,70.762,0.0678,0.0503,0.0143,0.0289,3749.9999
"1017","boat",56.862,56.862,36.45,61.45,0.2537,0.1498,0.0531,0.0052,5416.6667
"1018","pier",49.062,49.062,149.702,168.202,0.2537,0.1498,0.0082,0.0044,4583.332
"1019","charter",49.062,49.062,31.45,56.45,0.2537,0.1498,0.7369,2.3101,4583.332
"1020","boat",25.662,25.662,16.45,41.45,0.2537,0.1498,0.6817,2.3014,2083.3332
"1021","boat",214.326,214.326,56.862,91.862,0.0678,0.0789,0.0102,0.0209,5416.6667
"1022","boat",126.126,126.126,33.462,68.462,0.0678,0.0789,0.0102,0.0209,2916.6666
"1023","beach",11.45,11.45,67.326,102.326,0.5333,0.4522,0.2413,1.0266,1249.9998
"1024","charter",16.45,16.45,96.726,131.726,0.5333,0.4522,0.2413,1.0266,2083.3332
"1025","boat",243.34,243.34,41.262,70.762,0.0678,0.0503,0.0143,0.0289,3749.9999
"1026","charter",80.262,80.262,51.45,76.45,0.2537,0.1498,0.6817,2.3014,7916.6663
"1027","boat",96.726,96.726,25.662,60.662,0.0678,0.0789,0.0102,0.0209,2083.3332
"1028","beach",26.45,26.45,155.526,190.526,0.5333,0.4522,0.2413,1.0266,3749.9999
"1029","charter",25.662,25.662,16.45,41.45,0.2537,0.1498,0.6817,2.3014,2083.3332
"1030","charter",41.262,41.262,26.45,51.45,0.2537,0.1498,0.6817,2.3014,3749.9999
"1031","beach",21.45,21.45,126.126,161.126,0.5333,0.4522,0.2413,1.0266,2916.6666
"1032","charter",33.462,33.462,21.45,46.45,0.2537,0.1498,0.0531,0.0052,2916.6666
"1033","boat",67.326,67.326,17.862,52.862,0.0678,0.0789,0.0897,1.0905,1249.9998
"1034","boat",33.462,33.462,21.45,46.45,0.2537,0.1498,0.7369,2.3101,2916.6666
"1035","pier",17.862,17.862,54.502,73.002,0.2537,0.1498,0.0233,0.0219,1249.9998
"1036","beach",11.45,11.45,67.326,102.326,0.5333,0.4522,0.2413,1.0266,1249.9998
"1037","charter",176.748,176.748,18.876,48.376,0.0678,0.0503,0.1082,0.324,2916.6666
"1038","charter",14.476,14.476,22.372,47.372,0.2537,0.1498,0.0531,0.0052,2083.3332
"1039","boat",341.548,341.548,36.476,65.976,0.0678,0.0503,0.0143,0.0289,6250.0013
"1040","boat",39.846,39.846,6.87,31.87,0.2537,0.1498,0.0531,0.0052,1249.9998
"1041","boat",39.846,39.846,6.87,31.87,0.2537,0.1498,0.6817,2.3014,1249.9998
"1042","charter",74.646,74.646,12.87,37.87,0.2537,0.1498,0.6817,2.3014,2916.6666
"1043","beach",15.87,15.87,195.73,230.73,0.5333,0.4522,0.1665,0.3975,3749.9999
"1044","charter",57.246,57.246,9.87,34.87,0.2537,0.1498,0.7369,2.3101,2083.3332
"1045","charter",92.046,92.046,15.87,40.87,0.2537,0.1498,0.0531,0.0052,3749.9999
"1046","charter",90.576,90.576,15.096,40.096,0.2537,0.0014,0.7369,2.3101,4583.332
"1047","charter",61.776,61.776,10.296,35.296,0.2537,0.1498,0.6817,2.3014,2916.6666
"1048","pier",7.896,7.896,111.86,146.86,0.5333,0.4522,0.2413,1.0266,2083.3332
"1049","pier",15.096,15.096,213.86,248.86,0.5333,0.4522,0.2413,1.0266,4583.332
"1050","boat",61.776,61.776,10.296,35.296,0.2537,0.1498,0.7369,2.3101,2916.6666
"1051","charter",145.86,145.86,217.074,246.074,0.0678,0.0789,0.0014,0.0029,2916.6666
"1052","boat",76.176,76.176,12.696,37.696,0.2537,0.1498,0.7369,2.3101,3749.9999
"1053","charter",61.776,61.776,10.296,35.296,0.2537,0.1498,0.6817,2.3014,2916.6666
"1054","pier",7.896,7.896,111.86,146.86,0.5333,0.4522,0.2413,1.0266,2083.3332
"1055","beach",12.696,12.696,179.86,214.86,0.5333,0.4522,0.0156,0.0058,3749.9999
"1056","charter",104.976,104.976,17.496,42.496,0.2537,0.1498,0.6817,2.3014,5416.6667
"1057","pier",7.896,7.896,111.86,146.86,0.5333,0.4522,0.2413,1.0266,2083.3332
"1058","charter",76.176,76.176,12.696,37.696,0.2537,0.1498,0.0531,0.0052,3749.9999
"1059","boat",166.212,166.212,52.488,77.488,0.2537,0.1498,0.0531,0.0052,5416.6667
"1060","pier",16.488,16.488,97.096,132.096,0.5333,0.4522,0.2413,1.0266,1249.9998
"1061","boat",143.412,143.412,45.288,70.288,0.2537,0.1498,0.6817,2.3014,4583.332
"1062","boat",97.812,97.812,30.888,55.888,0.2537,0.1498,0.7369,2.3101,2916.6666
"1063","charter",75.012,75.012,23.688,48.688,0.2537,0.0014,0.7369,2.3101,2083.3332
"1064","pier",30.888,30.888,181.896,216.896,0.5333,0.4522,0.2413,1.0266,2916.6666
"1065","boat",120.612,120.612,38.088,63.088,0.2537,0.1498,0.6817,2.3014,3749.9999
"1066","charter",97.812,97.812,30.888,55.888,0.2537,0.1498,0.6817,2.3014,2916.6666
"1067","pier",30.888,30.888,181.896,216.896,0.5333,0.4522,0.2413,1.0266,2916.6666
"1068","boat",120.612,120.612,38.088,63.088,0.2537,0.1498,0.7369,2.3101,3749.9999
"1069","charter",97.096,97.096,52.212,87.212,0.0678,0.0789,0.0897,1.0905,1249.9998
"1070","charter",189.012,189.012,59.688,84.688,0.2537,0.1498,0.6817,2.3014,6250.0013
"1071","charter",52.212,52.212,16.488,41.488,0.2537,0.1498,0.6817,2.3014,1249.9998
"1072","boat",75.012,75.012,23.688,48.688,0.2537,0.1498,0.6817,2.3014,2083.3332
"1073","boat",351.496,351.496,189.012,224.012,0.0678,0.0789,0.0897,1.0905,6250.0013
"1074","beach",30.888,30.888,181.896,216.896,0.5333,0.4522,0.0156,0.0058,2916.6666
"1075","boat",61.776,61.776,10.296,35.296,0.2537,0.1498,0.7369,2.3101,2916.6666
"1076","boat",267.674,267.674,76.176,105.676,0.0678,0.0503,0.1082,0.324,3749.9999
"1077","pier",12.696,12.696,179.86,214.86,0.5333,0.4522,0.2413,1.0266,3749.9999
"1078","charter",32.976,32.976,5.496,30.496,0.2537,0.1498,0.6817,2.3014,1249.9998
"1079","charter",47.376,47.376,7.896,32.896,0.2537,0.1498,0.0531,0.0052,2083.3332
"1080","boat",32.976,32.976,5.496,30.496,0.2537,0.1498,0.7369,2.3101,1249.9998
"1081","pier",10.296,10.296,145.86,180.86,0.5333,0.4522,0.2413,1.0266,2916.6666
"1082","boat",267.674,267.674,76.176,105.676,0.0678,0.0503,0.0143,0.0289,3749.9999
"1083","charter",76.176,76.176,12.696,37.696,0.2537,0.1498,0.6817,2.3014,3749.9999
"1084","charter",61.776,61.776,10.296,35.296,0.2537,0.1498,0.6817,2.3014,2916.6666
"1085","charter",111.86,111.86,47.376,82.376,0.0678,0.0789,0.0102,0.0209,2083.3332
"1086","boat",227.376,227.376,37.896,62.896,0.2537,0.1498,0.7369,2.3101,12499.998
"1087","charter",76.176,76.176,12.696,37.696,0.2537,0.1498,0.6817,2.3014,3749.9999
"1088","charter",32.976,32.976,5.496,30.496,0.2537,0.1498,0.0531,0.0052,1249.9998
"1089","charter",61.776,61.776,10.296,35.296,0.2537,0.1498,0.6817,2.3014,2916.6666
"1090","boat",90.576,90.576,15.096,40.096,0.2537,0.1498,0.0531,0.0052,4583.332
"1091","boat",227.376,227.376,37.896,62.896,0.2537,0.1498,0.6817,2.3014,12499.998
"1092","boat",32.976,32.976,5.496,30.496,0.2537,0.1498,0.6817,2.3014,1249.9998
"1093","charter",47.376,47.376,7.896,32.896,0.2537,0.1498,0.7369,2.3101,2083.3332
"1094","beach",17.496,17.496,247.86,282.86,0.5333,0.4522,0.2413,1.0266,5416.6667
"1095","boat",97.812,97.812,30.888,55.888,0.2537,0.1498,0.7369,2.3101,2916.6666
"1096","pier",16.488,16.488,97.096,132.096,0.5333,0.4522,0.2413,1.0266,1249.9998
"1097","charter",75.012,75.012,23.688,48.688,0.2537,0.1498,0.0531,0.0052,2083.3332
"1098","charter",75.012,75.012,23.688,48.688,0.2537,0.1498,0.6817,2.3014,2083.3332
"1099","boat",76.986,76.986,5.922,30.922,0.2537,0.1498,0.6817,2.3014,2083.3332
"1100","boat",63.168,63.168,15.792,40.792,0.2537,0.1498,0.0531,0.0052,2083.3332
"1101","boat",82.368,82.368,20.592,45.592,0.2537,0.1498,0.0531,0.0052,2916.6666
"1102","pier",4.29,4.29,132.99,167.99,0.5333,0.4522,0.2413,1.0266,2916.6666
"1103","boat",71.706,71.706,6.29,31.29,0.2537,0.1498,0.0531,0.0052,4583.332
"1104","pier",8.29,8.29,256.99,291.99,0.5333,0.4522,0.2413,1.0266,6250.0013
"1105","beach",94.506,94.506,193.986,212.486,0.2537,0.1498,8e-04,0.0027,6250.0013
"1106","pier",1.29,1.29,39.99,74.99,0.5333,0.4522,0.0051,1.0266,416.66668
"1107","charter",37.506,37.506,3.29,28.29,0.2537,0.1498,0.6817,2.3014,2083.3332
"1108","charter",48.906,48.906,4.29,29.29,0.2537,0.1498,0.6817,2.3014,2916.6666
"1109","charter",37.506,37.506,3.29,28.29,0.2537,0.1498,0.6817,2.3014,2083.3332
"1110","charter",60.306,60.306,5.29,30.29,0.2537,0.1498,0.6817,2.3014,3749.9999
"1111","pier",3.29,3.29,101.99,136.99,0.5333,0.4522,0.2413,1.0266,2083.3332
"1112","charter",48.906,48.906,4.29,29.29,0.2537,0.1498,0.6817,2.3014,2916.6666
"1113","charter",26.106,26.106,2.29,27.29,0.2537,0.1498,0.6817,2.3014,1249.9998
"1114","charter",347.004,347.004,83.106,112.606,0.0678,0.0503,0.0143,0.0289,5416.6667
"1115","beach",6.29,6.29,194.99,229.99,0.5333,0.4522,0.2413,1.0266,4583.332
"1116","charter",48.906,48.906,4.29,29.29,0.2537,0.1498,0.6817,2.3014,2916.6666
"1117","pier",2.29,2.29,70.99,105.99,0.5333,0.4522,0.2413,1.0266,1249.9998
"1118","pier",6.29,6.29,194.99,229.99,0.5333,0.4522,0.0156,0.0058,4583.332
"1119","boat",180.006,180.006,15.79,40.79,0.2537,0.1498,0.7369,2.3101,12499.998
"1120","beach",4.29,4.29,132.99,167.99,0.5333,0.4522,0.2413,1.0266,2916.6666
"1121","beach",4.29,4.29,132.99,167.99,0.5333,0.4522,0.2413,1.0266,2916.6666
"1122","boat",204.204,204.204,48.906,78.406,0.0678,0.0052,0.0732,0.1726,2916.6666
"1123","beach",6.29,6.29,194.99,229.99,0.5333,0.4522,0.1665,0.3975,4583.332
"1124","beach",9.29,9.29,287.99,322.99,0.5333,0.4522,0.2413,1.0266,7083.3317
"1125","charter",60.306,60.306,5.29,30.29,0.2537,0.1498,0.7369,2.3101,3749.9999
"1126","pier",5.29,5.29,163.99,198.99,0.5333,0.4522,0.2413,1.0266,3749.9999
"1127","pier",4.29,4.29,132.99,167.99,0.5333,0.4522,0.0156,0.0058,2916.6666
"1128","boat",94.506,94.506,8.29,33.29,0.2537,0.1498,0.7369,2.3101,6250.0013
"1129","charter",60.306,60.306,5.29,30.29,0.2537,0.1498,0.0531,0.0052,3749.9999
"1130","boat",37.506,37.506,3.29,28.29,0.2537,0.1498,0.0531,0.0052,2083.3332
"1131","pier",3.29,3.29,101.99,136.99,0.5333,0.4522,0.2413,1.0266,2083.3332
"1132","charter",48.906,48.906,4.29,29.29,0.2537,0.1498,0.7369,2.3101,2916.6666
"1133","boat",117.306,117.306,10.29,35.29,0.2537,0.1498,0.7369,2.3101,7916.6663
"1134","boat",71.706,71.706,6.29,31.29,0.2537,0.1498,0.6817,2.3014,4583.332
"1135","pier",37.506,37.506,76.986,95.486,0.2537,0.1498,0.0233,0.0219,2083.3332
"1136","boat",101.99,101.99,37.506,72.506,0.0678,0.0789,0.0102,0.0209,2083.3332
"1137","pier",37.506,37.506,76.986,95.486,0.2537,0.1498,0.0082,0.0044,2083.3332
"1138","charter",48.906,48.906,4.29,29.29,0.2537,0.1498,0.6817,2.3014,2916.6666
"1139","boat",60.306,60.306,5.29,30.29,0.2537,0.1498,0.7369,2.3101,3749.9999
"1140","boat",71.706,71.706,6.29,31.29,0.2537,0.1498,0.6817,2.3014,4583.332
"1141","boat",71.706,71.706,6.29,31.29,0.2537,0.1498,0.6817,2.3014,4583.332
"1142","boat",4.29,4.29,132.99,167.99,0.5333,0.4522,0.0156,0.0058,2916.6666
"1143","boat",5.29,5.29,163.99,198.99,0.5333,0.0069,0.0361,0.4216,3749.9999
"1144","charter",48.906,48.906,4.29,29.29,0.2537,0.1498,0.6817,2.3014,2916.6666
"1145","pier",6.29,6.29,194.99,229.99,0.5333,0.4522,0.2413,1.0266,4583.332
"1146","charter",180.006,180.006,15.79,40.79,0.2537,0.1498,0.7369,2.3101,12499.998
"1147","charter",83.106,83.106,7.29,32.29,0.2537,0.1498,0.6817,2.3014,5416.6667
"1148","charter",83.106,83.106,7.29,32.29,0.2537,0.1498,0.6817,2.3014,5416.6667
"1149","pier",37.506,37.506,76.986,95.486,0.2537,0.1498,0.0233,0.0219,2083.3332
"1150","charter",94.506,94.506,8.29,33.29,0.2537,0.1498,0.6817,2.3014,6250.0013
"1151","boat",71.706,71.706,6.29,31.29,0.2537,0.1498,0.6817,2.3014,4583.332
"1152","boat",163.99,163.99,60.306,95.306,0.0678,0.0789,0.0102,0.0209,3749.9999
"1153","boat",71.706,71.706,6.29,31.29,0.2537,0.1498,0.0531,0.0052,4583.332
"1154","beach",105.906,105.906,217.386,235.886,0.2537,0.1498,0.0233,0.0219,7083.3317
"1155","boat",30.186,30.186,39.99,63.99,0.1049,0.0451,0.1574,0.4671,416.66668
"1156","pier",2.29,2.29,70.99,105.99,0.5333,0.4522,0.2413,1.0266,1249.9998
"1157","charter",94.506,94.506,8.29,33.29,0.2537,0.1498,0.6817,2.3014,6250.0013
"1158","pier",1.29,1.29,39.99,74.99,0.5333,0.4522,0.1665,0.3975,416.66668
"1159","boat",194.99,194.99,71.706,106.706,0.0678,0.0789,0.0559,0.6456,4583.332
"1160","beach",18.876,18.876,81.51,100.01,0.2537,0.1498,0.2339,0.6288,2916.6666
"1161","boat",259.148,259.148,27.676,57.176,0.0678,0.0503,0.0143,0.0289,4583.332
"1162","charter",32.076,32.076,49.572,74.572,0.2537,0.1498,0.6817,2.3014,5416.6667
"1163","boat",143.412,143.412,45.288,70.288,0.2537,0.1498,0.0531,0.0052,4583.332
"1164","pier",23.276,23.276,100.51,119.01,0.2537,0.1498,0.0082,0.0044,3749.9999
"1165","boat",388.434,388.434,69.476,104.476,0.0678,0.0789,0.0102,0.0209,12499.998
"1166","charter",97.812,97.812,30.888,55.888,0.2537,0.1498,0.6817,2.3014,2916.6666
"1167","pier",52.488,52.488,309.096,344.096,0.5333,0.4522,0.0156,0.0058,5416.6667
"1168","beach",23.688,23.688,139.496,174.496,0.5333,0.4522,0.0156,0.0058,2083.3332
"1169","charter",181.896,181.896,97.812,132.812,0.0678,0.0789,0.0897,1.0905,2916.6666
"1170","pier",23.688,23.688,139.496,174.496,0.5333,0.4522,0.2413,1.0266,2083.3332
"1171","boat",255.15,255.15,106.434,141.434,0.5333,0.4522,0.2413,1.0266,5416.6667
"1172","boat",164.834,164.834,155.802,190.802,0.0678,0.0025,0.0108,0.2377,8750.001
"1173","charter",45.402,45.402,45.402,63.902,0.2537,0.1498,0.0233,0.0219,2083.3332
"1174","beach",62.634,62.634,123.552,152.552,0.0678,0.0789,0.0014,0.0029,2916.6666
"1175","boat",91.834,91.834,86.802,121.802,0.0678,0.0789,0.0102,0.0209,4583.332
"1176","charter",121.034,121.034,114.402,149.402,0.0678,0.0789,0.0102,0.0209,6250.0013
"1177","beach",121.836,121.836,203.346,238.346,0.5333,0.4522,0.2413,1.0266,2916.6666
"1178","pier",150.236,150.236,250.746,285.746,0.5333,0.4522,0.2413,1.0266,3749.9999
"1179","beach",235.436,235.436,392.946,427.946,0.5333,0.4522,0.2413,1.0266,6250.0013
"1180","pier",65.036,65.036,108.546,143.546,0.5333,0.4522,0.2413,1.0266,1249.9998
"1181","beach",36.636,36.636,61.146,96.146,0.5333,0.4522,0.1665,0.3975,416.66668
"1182","boat",339.89,339.89,235.436,260.436,0.2537,0.1498,0.6817,2.3014,6250.0013
